ticker,buy,stop,sell
1301,2784.5,2766.0,
1305,1718.5,1707.0,
1306,1696.0,1683.0,
1308,1678.5,1666.0,
1309,33700.0,33300.0,
1325,211.0,208.0,
1326,13550.0,13490.0,
1328,3725.0,3710.0,
1333,3582.5,3560.0,
1357,1090.0,1064.0,
1364,14740.0,14650.0,
1367,12900.0,12730.0,
1380,836.5,820.0,
1391,2050.0,2035.0,
1401,1010.0,1000.0,
1414,7610.0,7500.0,
1419,1073.0,1058.0,
1420,778.0,774.0,
1429,533.0,520.0,
1430,,926.0,
1439,1077.0,1073.0,
1447,358.0,356.0,
1448,623.0,607.0,
1459,4230.0,4130.0,
1464,9980.0,9850.0,
1467,9730.0,9680.0,
1482,2261.0,2250.0,
1489,34550.0,34400.0,
1492,,13550.0,
1494,17590.0,17420.0,
1496,2377.5,2365.0,
1514,117.0,114.0,
1515,4602.5,4540.0,
1547,3520.0,3500.0,
1551,3925.0,3860.0,
1552,10320.0,10170.0,
1560,4175.0,4100.0,
1566,,48500.0,
1573,7350.0,7320.0,
1577,23115.0,23020.0,
1580,4255.0,4245.0,
1591,14420.0,14350.0,
1593,14810.0,14740.0,
1595,1914.0,1899.0,
1599,14650.0,14370.0,
1619,21390.0,20490.0,
1621,21880.0,21650.0,
1627,8280.0,8180.0,
1631,9410.0,9280.0,
1651,980.0,974.0,
1656,2461.0,2443.0,
1680,2485.0,2465.0,
1689,4.0,3.0,
1695,61.5,60.0,
1698,1729.0,1720.0,
1711,454.0,433.0,
1712,621.0,616.0,
1717,475.0,461.0,
1719,,731.0,
1730,517.0,511.0,
1764,2570.0,2535.0,
1766,7290.0,7210.0,
1783,65.5,65.0,
1799,1607.0,1600.0,
1802,1077.0,1066.0,
1811,5370.0,5330.0,
1814,910.0,898.0,
1822,2970.0,2916.0,
1828,801.5,798.0,
1833,3540.0,3490.0,
1850,401.5,396.0,
1853,383.0,375.0,
1865,918.0,907.0,
1866,3030.0,2990.0,
1871,641.0,633.0,
1878,15455.0,15175.0,
1882,2966.0,2930.0,
1884,6250.0,6120.0,
1888,1457.0,1437.0,
1890,408.0,403.0,
1893,496.0,490.0,
1898,571.0,563.0,
1905,828.0,818.0,
1906,113.0,112.0,
1909,1122.0,1112.0,
1911,1571.0,1554.0,
1921,362.5,356.0,
1939,2678.5,2635.0,
1941,2275.0,2243.0,
1945,976.5,957.0,
1952,1792.0,1777.0,
1960,657.0,645.0,
1963,1686.0,1636.0,
1964,1794.0,1764.0,
1965,845.0,837.0,
1969,1795.0,1761.0,
1972,2737.0,2712.0,
1973,2700.0,2638.0,
1979,3480.0,3405.0,
1980,2520.0,2468.0,
1982,1899.0,1845.0,
1994,717.0,710.0,
2003,6300.0,6270.0,
2009,763.0,752.0,
2039,6560.0,6550.0,
2042,10060.0,9900.0,
2067,10810.0,10770.0,
2112,232.0,229.0,
2122,1540.0,1490.0,
2127,3135.0,3070.0,
2130,,1822.0,
2144,479.0,450.0,
2151,801.0,768.0,
2154,3730.0,3660.0,
2157,,1688.0,
2158,510.0,503.0,
2159,529.0,520.0,
2163,887.0,877.0,
2164,945.0,931.0,
2176,723.0,706.0,
2196,639.0,624.0,
2198,775.0,770.0,
2207,1446.0,1427.0,
2208,1875.5,1868.0,
2215,1017.0,1010.0,
2216,,3270.0,
2217,5185.0,5010.0,
2221,4200.0,4190.0,
2224,2355.0,2351.0,
2269,8730.0,8660.0,
2281,2058.0,2028.0,
2292,4005.0,3965.0,
2300,539.5,533.0,
2301,1237.0,1223.0,
2303,1057.0,1036.0,
2305,2070.0,2048.0,
2321,109.0,105.0,
2323,448.0,438.0,
2329,595.0,589.0,
2330,166.5,165.0,
2332,1062.5,1029.0,
2337,378.0,360.0,
2340,586.0,574.0,
2341,193.5,192.0,
2344,848.0,840.0,
2349,1277.5,1263.0,
2351,1995.0,1908.0,
2352,1227.0,1207.0,
2354,387.5,378.0,
2376,673.0,662.0,
2385,564.5,550.0,
2389,1830.5,1787.0,
2395,767.0,743.0,
2398,667.5,661.0,
2404,376.5,369.0,
2405,407.5,406.0,
2408,423.5,420.0,
2415,1878.0,1850.0,
2417,704.0,700.0,
2436,1957.0,1890.0,
2438,1728.0,1666.0,
2454,595.5,582.0,
2468,566.0,553.0,
2475,3175.0,3070.0,
2477,2843.0,2702.0,
2479,288.0,283.0,
2483,2361.5,2317.0,
2488,890.5,870.0,
2491,2180.0,2097.0,
2497,1520.0,1480.0,
2499,325.5,324.0,
2502,4874.0,4796.0,
2503,2554.5,2533.5,
2520,1046.0,1041.0,
2522,,2421.0,
2533,394.0,385.0,
2579,2734.0,2686.0,
2587,4860.0,4770.0,
2590,5000.0,4955.0,
2597,995.5,992.0,
2602,3205.0,3165.0,
2612,5170.0,5140.0,
2653,1918.0,1910.0,
2654,353.0,349.0,
2656,424.0,381.0,
2666,121.0,119.0,
2670,6880.0,6800.0,
2673,117.0,115.0,
2674,767.5,762.0,
2683,1450.5,1444.0,
2685,2844.0,2790.0,
2687,662.5,647.0,
2689,1515.0,1493.0,
2693,327.5,323.0,
2694,75.0,74.0,
2703,181.0,179.0,
2705,2224.5,2210.0,
2706,1545.0,1471.0,
2708,923.0,906.0,
2722,562.0,534.0,
2726,,3455.0,
2747,3017.5,3010.0,
2749,292.0,283.0,
2751,2397.0,2388.0,
2752,2883.0,2818.0,
2760,1836.0,1816.0,
2764,344.0,340.0,
2767,760.0,737.0,
2776,133.5,126.0,
2777,884.0,871.0,
2778,333.0,329.0,
2780,1198.0,1181.0,
2782,3385.0,3310.0,
2789,456.0,454.0,
2791,3822.5,3790.0,
2798,2497.0,2480.0,
2806,1803.0,1795.0,
2811,3030.0,2998.0,
2812,1126.0,1118.0,
2816,1209.5,1204.0,
2820,2495.0,2480.0,
2871,2575.0,2516.0,
2882,1629.0,1611.0,
2883,1726.0,1715.0,
2894,206.0,205.0,
2901,160.0,154.0,
2907,942.0,940.0,
2908,2194.0,2169.0,
2915,2262.0,2232.0,
2916,720.0,712.0,
2917,857.0,854.0,
